service_id,name,duration_value,price,special_price,deleted,created_date,updated_time,service_pricing_id
28,extra,50,50,50,t,2018-05-02 16:36:28.323197,2018-05-02 16:36:28.323197,91
28,Short,30,10,10,t,2018-04-17 18:49:31.155836,2018-04-17 18:49:31.155836,46
28,Long,30,15,15,t,2018-04-17 18:49:31.158726,2018-04-17 18:49:31.158726,47
28,Mediam,40,20,20,t,2018-04-17 18:49:31.168055,2018-04-17 18:49:31.168055,48
28,extra,50,50,50,t,2018-05-02 16:36:02.15244,2018-05-02 16:36:02.15244,90
28,Short,30,10,10,t,2018-05-02 16:36:02.080141,2018-05-02 16:36:02.080141,87
28,Long,30,15,15,t,2018-05-02 16:36:02.097917,2018-05-02 16:36:02.097917,88
28,Mediam,40,20,20,t,2018-05-02 16:36:02.120855,2018-05-02 16:36:02.120855,89
28,30,30,30,30,t,2018-05-02 16:36:28.336569,2018-05-02 16:36:28.336569,92
28,Short,30,10,10,f,2018-05-02 17:59:35.317791,2018-05-02 17:59:35.317791,131
28,Long,30,20,20,f,2018-05-02 17:59:35.321624,2018-05-02 17:59:35.321624,132
38,Hot wax,5,8,8,f,2018-05-05 03:31:50.57054,2018-05-05 03:31:50.57054,151
38,Strip wax,8,7,7,f,2018-05-05 03:31:50.587644,2018-05-05 03:31:50.587644,152
45,Medium,30,25,25,f,2018-05-05 03:52:00.935911,2018-05-05 03:52:00.935911,159
45,Long,30,25,25,f,2018-05-05 03:52:00.968403,2018-05-05 03:52:00.968403,161
25,10,10,101,10,t,2018-05-02 17:46:02.091067,2018-05-02 17:46:02.091067,118
25,20,20,20,20,t,2018-05-02 17:46:02.113555,2018-05-02 17:46:02.113555,119
25,10,10,10,10,t,2018-05-02 17:39:55.400004,2018-05-02 17:39:55.400004,110
25,11,11,11,11,t,2018-05-02 16:33:33.472136,2018-05-02 16:33:33.472136,84
25,10,10,10,10,t,2018-04-03 19:08:54.153677,2018-04-03 19:08:54.153677,37
25,11,11,11,11,t,2018-04-03 19:08:54.188812,2018-04-03 19:08:54.188812,38
25,10,22,22,22,t,2018-04-03 19:08:54.217181,2018-04-03 19:08:54.217181,39
25,10,10,10,10,t,2018-05-01 18:08:59.876948,2018-05-01 18:08:59.876948,61
25,11,11,11,11,t,2018-05-01 18:08:59.952618,2018-05-01 18:08:59.952618,62
25,10,10,101,"0",t,2018-05-02 17:49:00.966008,2018-05-02 17:49:00.966008,122
25,30,30,30,30,t,2018-05-02 17:52:08.200658,2018-05-02 17:52:08.200658,126
25,10,22,22,22,t,2018-05-01 18:11:39.344662,2018-05-01 18:11:39.344662,75
25,30,33,33,33,t,2018-05-01 18:11:39.392664,2018-05-01 18:11:39.392664,76
25,10,10,10,10,t,2018-05-02 16:23:16.885144,2018-05-02 16:23:16.885144,77
25,30,33,33,33,t,2018-05-02 16:23:16.937761,2018-05-02 16:23:16.937761,78
25,10,10,10,10,t,2018-05-02 16:26:32.302296,2018-05-02 16:26:32.302296,79
25,10,22,22,22,t,2018-05-01 18:08:59.965848,2018-05-01 18:08:59.965848,63
25,30,33,33,33,t,2018-05-01 18:08:59.971114,2018-05-01 18:08:59.971114,64
25,10,10,10,10,t,2018-05-01 18:09:43.488699,2018-05-01 18:09:43.488699,65
25,10,10,10,10,t,2018-05-02 17:43:37.234273,2018-05-02 17:43:37.234273,114
25,20,20,20,20,t,2018-05-02 17:43:37.24947,2018-05-02 17:43:37.24947,115
25,11,11,11,11,t,2018-05-01 18:09:43.503747,2018-05-01 18:09:43.503747,66
25,10,22,22,22,t,2018-05-01 18:09:43.525233,2018-05-01 18:09:43.525233,67
25,30,33,33,33,t,2018-05-01 18:09:43.567718,2018-05-01 18:09:43.567718,68
25,10,10,10,10,t,2018-05-01 18:10:00.788627,2018-05-01 18:10:00.788627,69
25,11,11,11,11,t,2018-05-01 18:10:00.810644,2018-05-01 18:10:00.810644,70
25,10,22,22,22,t,2018-05-01 18:10:00.828945,2018-05-01 18:10:00.828945,71
25,10,10,10,10,t,2018-05-02 17:47:21.491316,2018-05-02 17:47:21.491316,120
25,20,20,20,20,t,2018-05-02 17:47:21.516444,2018-05-02 17:47:21.516444,121
25,20,20,2020,20,t,2018-05-02 17:49:00.968009,2018-05-02 17:49:00.968009,123
25,40,40,40,40,t,2018-05-02 17:51:17.358807,2018-05-02 17:51:17.358807,125
25,40,40,40,40,t,2018-05-02 17:52:08.203646,2018-05-02 17:52:08.203646,127
25,30,33,33,33,t,2018-05-01 18:10:00.847993,2018-05-01 18:10:00.847993,72
25,10,10,10,10,t,2018-05-01 18:11:39.268978,2018-05-01 18:11:39.268978,73
25,11,11,11,11,t,2018-05-01 18:11:39.283566,2018-05-01 18:11:39.283566,74
25,30,33,33,33,t,2018-05-02 16:26:32.327055,2018-05-02 16:26:32.327055,80
25,10,10,10,10,t,2018-05-02 16:28:55.635322,2018-05-02 16:28:55.635322,81
25,11,11,11,11,t,2018-05-02 16:28:55.647346,2018-05-02 16:28:55.647346,82
25,10,10,10,10,t,2018-05-02 16:33:33.440154,2018-05-02 16:33:33.440154,83
25,11,11,11,11,t,2018-05-02 16:34:37.726908,2018-05-02 16:34:37.726908,85
25,20,20,20,20,t,2018-05-02 16:34:37.740432,2018-05-02 16:34:37.740432,86
25,20,20,20,20,t,2018-05-02 17:39:55.410261,2018-05-02 17:39:55.410261,111
25,10,10,10,10,t,2018-05-02 17:41:42.090453,2018-05-02 17:41:42.090453,112
25,20,20,20,20,t,2018-05-02 17:41:42.123986,2018-05-02 17:41:42.123986,113
25,10,10,10,10,t,2018-05-02 17:44:24.572094,2018-05-02 17:44:24.572094,116
25,20,20,20,20,t,2018-05-02 17:44:24.610045,2018-05-02 17:44:24.610045,117
25,30,30,30,30,t,2018-05-02 17:49:25.762318,2018-05-02 17:49:25.762318,124
25,30,30,30,30,t,2018-05-02 17:52:21.270028,2018-05-02 17:52:21.270028,128
25,40,40,40,40,t,2018-05-02 17:52:21.274009,2018-05-02 17:52:21.274009,129
25,50,50,50,50,t,2018-05-02 17:52:21.283614,2018-05-02 17:52:21.283614,130
25,40,40,40,40,t,2018-05-02 18:05:02.591072,2018-05-02 18:05:02.591072,133
25,30,30,30,30,t,2018-05-02 18:05:02.585086,2018-05-02 18:05:02.585086,134
25,50,50,50,50,t,2018-05-02 18:05:02.600833,2018-05-02 18:05:02.600833,135
25,60,60,60,60,t,2018-05-02 18:05:02.617229,2018-05-02 18:05:02.617229,136
25,50,50,50,50,t,2018-05-02 18:05:18.794335,2018-05-02 18:05:18.794335,138
25,40,40,40,40,t,2018-05-02 18:05:18.790245,2018-05-02 18:05:18.790245,137
45,Short,30,20,20,f,2018-05-05 03:52:00.954336,2018-05-05 03:52:00.954336,160
39,Strip wax,25,20,19,f,2018-05-05 03:35:56.590391,2018-05-05 03:35:56.590391,153
25,40,40,40,40,f,2018-05-02 18:06:09.268926,2018-05-02 18:06:09.268926,140
25,60,60,60,60,f,2018-05-02 18:06:09.277946,2018-05-02 18:06:09.277946,142
25,70,70,70,70,f,2018-05-02 18:06:09.28228,2018-05-02 18:06:09.28228,143
25,80,80,80,80,f,2018-05-02 18:07:12.514485,2018-05-02 18:07:12.514485,144
40,Strip wax,10,15,15,f,2018-05-05 03:36:55.831062,2018-05-05 03:36:55.831062,154
25,60,60,60,60,t,2018-05-02 18:05:18.79899,2018-05-02 18:05:18.79899,139
46,Medium,60,45,45,f,2018-05-05 03:53:30.442619,2018-05-05 03:53:30.442619,162
46,Short,60,45,45,f,2018-05-05 03:53:30.458767,2018-05-05 03:53:30.458767,163
25,50,50,50,50,f,2018-05-02 18:06:09.274053,2018-05-02 18:06:09.274053,141
46,Long,60,45,45,f,2018-05-05 03:53:30.481031,2018-05-05 03:53:30.481031,164
46,Extra long,60,45,45,f,2018-05-05 03:53:30.513771,2018-05-05 03:53:30.513771,165
67,Hot Wax,50,63,63,t,2018-05-10 08:50:07.518115,2018-05-10 08:50:07.518115,201
63,Strip Wax,15,18,18,f,2018-05-10 08:46:59.729474,2018-05-10 08:46:59.729474,196
53,Wax,5,10,10,f,2018-05-10 08:12:48.45883,2018-05-10 08:12:48.45883,178
50,Wax,5,7,7,f,2018-05-10 08:08:33.132927,2018-05-10 08:08:33.132927,172
51,Wax,5,10,10,f,2018-05-10 08:09:32.04741,2018-05-10 08:09:32.04741,174
50,Threading,5,5,5,f,2018-05-10 08:08:33.135639,2018-05-10 08:08:33.135639,173
51,Threading,5,8,8,f,2018-05-10 08:09:32.050075,2018-05-10 08:09:32.050075,175
570,,25,40,40,f,2021-10-02 14:21:57.541746,2021-10-02 14:21:57.541746,962
904,,60,50,50,f,2024-07-30 15:36:04.339286,2024-07-30 15:36:04.339286,1394
67,Strip Wax,50,63,63,f,2018-05-10 08:50:07.520995,2018-05-10 08:50:07.520995,202
68,Hot Wax,75,80,80,f,2018-05-10 08:50:41.94373,2018-05-10 08:50:41.94373,203
68,Strip Wax,75,80,80,f,2018-05-10 08:50:41.946289,2018-05-10 08:50:41.946289,204
370,,20,12,12,f,2019-01-02 15:13:50.096811,2019-01-02 15:13:50.096811,695
71,Hot Wax,60,85,85,f,2018-05-10 08:52:27.34108,2018-05-10 08:52:27.34108,208
71,Strip Wax,60,85,85,f,2018-05-10 08:52:27.343767,2018-05-10 08:52:27.343767,209
65,Strip Wax,15,18,18,f,2018-05-10 08:48:46.600279,2018-05-10 08:48:46.600279,199
351,,"0",3,3,f,2018-07-23 13:47:45.550629,2018-07-23 13:47:45.550629,673
414,,45,50,50,f,2020-01-14 17:10:54.13766,2020-01-14 17:10:54.13766,750
73,Hot Wax,75,75,75,t,2018-05-10 08:54:10.326601,2018-05-10 08:54:10.326601,212
673,,100,65,55,f,2022-12-31 17:45:02.587053,2022-12-31 17:45:02.587053,1080
938,,60,80,80,f,2024-08-14 15:15:57.291725,2024-08-14 15:15:57.291725,1428
49,Threading,5,7,7,f,2018-05-10 08:07:01.752899,2018-05-10 08:07:01.752899,171
685,,9,8,8,t,2023-04-02 11:34:17.691753,2023-04-02 11:34:17.691753,1092
583,,1,20,20,f,2021-10-02 17:13:22.807828,2021-10-02 17:13:22.807828,975
54,Wax,5,5,5,f,2018-05-10 08:14:22.821072,2018-05-10 08:14:22.821072,180
55,Threading,5,5,5,f,2018-05-10 08:16:11.516711,2018-05-10 08:16:11.516711,183
47,Threading,5,6,6,f,2018-05-10 06:21:18.789718,2018-05-10 06:21:18.789718,167
47,Wax,5,7,7,f,2018-05-10 06:21:18.78564,2018-05-10 06:21:18.78564,166
55,Wax,5,7,7,f,2018-05-10 08:16:11.512765,2018-05-10 08:16:11.512765,182
62,Hot Wax,10,21,21,f,2018-05-10 08:45:07.43481,2018-05-10 08:45:07.43481,194
49,Wax,5,9,9,f,2018-05-10 08:07:01.748932,2018-05-10 08:07:01.748932,170
89,,40,40,40,f,2018-05-10 09:16:51.240089,2018-05-10 09:16:51.240089,230
70,Hot Wax,10,28,28,f,2018-05-10 08:51:49.446453,2018-05-10 08:51:49.446453,206
70,Strip Wax,10,15,15,t,2018-05-10 08:51:49.449182,2018-05-10 08:51:49.449182,207
62,Strip Wax,10,10,10,t,2018-05-10 08:45:07.43783,2018-05-10 08:45:07.43783,195
693,,80,70,50,f,2023-04-22 09:35:24.154788,2023-04-22 09:35:24.154788,1100
695,,30,35,35,f,2023-04-30 12:51:35.476671,2023-04-30 12:51:35.476671,1102
888,,60,35,35,f,2024-06-05 09:42:31.956814,2024-06-05 09:42:31.956814,1363
57,Wax,20,38,38,f,2018-05-10 08:17:14.799724,2018-05-10 08:17:14.799724,186
57,Threading,20,33,33,f,2018-05-10 08:17:14.802713,2018-05-10 08:17:14.802713,187
106,,15,10,10,f,2018-05-10 09:24:05.824538,2018-05-10 09:24:05.824538,247
136,Waxing,15,35,35,f,2018-05-10 09:44:29.84265,2018-05-10 09:44:29.84265,277
83,,40,40,40,f,2018-05-10 09:13:58.842092,2018-05-10 09:13:58.842092,224
95,,90,35,35,f,2018-05-10 09:19:09.977244,2018-05-10 09:19:09.977244,236
139,Waxing/Threading,5,8,8,f,2018-05-10 09:47:25.284013,2018-05-10 09:47:25.284013,281
834,,90,90,90,f,2023-09-28 09:16:33.962507,2023-09-28 09:16:33.962507,1303
96,,30,10,10,f,2018-05-10 09:19:31.349138,2018-05-10 09:19:31.349138,237
404,,20,52,52,f,2020-01-01 17:56:52.091047,2020-01-01 17:56:52.091047,731
91,,120,50,50,f,2018-05-10 09:17:37.402172,2018-05-10 09:17:37.402172,232
88,,20,15,15,f,2018-05-10 09:16:20.873186,2018-05-10 09:16:20.873186,229
101,,20,25,25,f,2018-05-10 09:21:51.697599,2018-05-10 09:21:51.697599,242
100,,60,60,60,f,2018-05-10 09:21:26.587239,2018-05-10 09:21:26.587239,241
149,,5,12,12,f,2018-05-10 09:54:28.811556,2018-05-10 09:54:28.811556,294
111,,25,25,25,f,2018-05-10 09:26:12.907958,2018-05-10 09:26:12.907958,252
118,,10,10,10,f,2018-05-10 09:31:47.949249,2018-05-10 09:31:47.949249,259
130,,15,16,16,f,2018-05-10 09:40:30.676639,2018-05-10 09:40:30.676639,271
939,,70,90,90,f,2024-08-14 15:19:18.291592,2024-08-14 15:19:18.291592,1429
144,Threding,5,6,6,t,2018-05-10 09:50:59.762765,2018-05-10 09:50:59.762765,289
124,,50,40,40,f,2018-05-10 09:34:08.338478,2018-05-10 09:34:08.338478,265
358,,120,45,35,f,2018-07-30 06:23:37.321262,2018-07-30 06:23:37.321262,680
131,,45,50,50,f,2018-05-10 09:40:55.602483,2018-05-10 09:40:55.602483,272
139,Threding,5,5,5,t,2018-05-10 09:47:25.33298,2018-05-10 09:47:25.33298,282
138,Threding,5,5,5,f,2018-05-10 09:46:32.976105,2018-05-10 09:46:32.976105,280
82,,20,20,20,f,2018-05-10 09:12:36.120444,2018-05-10 09:12:36.120444,223
80,"",30,30,30,f,2018-05-10 09:10:41.482501,2018-05-10 09:10:41.482501,221
86,,40,40,40,f,2018-05-10 09:15:26.058404,2018-05-10 09:15:26.058404,227
94,,50,36,36,f,2018-05-10 09:18:49.534598,2018-05-10 09:18:49.534598,235
138,Waxing,5,6,6,f,2018-05-10 09:46:32.973504,2018-05-10 09:46:32.973504,279
84,,30,25,25,f,2018-05-10 09:14:33.358191,2018-05-10 09:14:33.358191,225
141,Waxing,20,25,25,f,2018-05-10 09:48:50.136913,2018-05-10 09:48:50.136913,285
143,,20,20,20,f,2018-05-10 09:49:30.371936,2018-05-10 09:49:30.371936,287
146,,30,40,40,f,2018-05-10 09:52:07.90743,2018-05-10 09:52:07.90743,291
145,,5,15,15,f,2018-05-10 09:51:19.675596,2018-05-10 09:51:19.675596,290
158,Short,30,30,30,f,2018-05-10 10:02:06.950513,2018-05-10 10:02:06.950513,306
158,Medium,35,35,35,f,2018-05-10 10:02:06.955323,2018-05-10 10:02:06.955323,307
158,Long,40,40,40,f,2018-05-10 10:02:06.96064,2018-05-10 10:02:06.96064,308
158,Extra Long,45,45,45,f,2018-05-10 10:02:06.963202,2018-05-10 10:02:06.963202,309
107,,40,37,37,f,2018-05-10 09:24:23.750689,2018-05-10 09:24:23.750689,248
90,,50,46,46,f,2018-05-10 09:17:09.224398,2018-05-10 09:17:09.224398,231
1107,,10,"0","0",f,2025-04-22 17:29:51.398719,2025-04-22 17:29:51.398719,1640
967,,40,75,50,f,2024-10-22 11:43:45.387143,2024-10-22 11:43:45.387143,1461
105,,60,35,35,f,2018-05-10 09:23:47.063963,2018-05-10 09:23:47.063963,246
173,Short price,40,10,10,f,2018-05-10 10:16:56.14656,2018-05-10 10:16:56.14656,324
168,,15,10,10,f,2018-05-10 10:12:31.269931,2018-05-10 10:12:31.269931,319
74,Strip Wax,15,23,23,f,2018-05-10 08:54:40.390678,2018-05-10 08:54:40.390678,214
445,,60,50,50,f,2020-10-23 09:53:54.706017,2020-10-23 09:53:54.706017,818
696,,45,35,35,f,2023-04-30 13:13:56.384321,2023-04-30 13:13:56.384321,1103
120,,45,38,38,f,2018-05-10 09:32:44.818545,2018-05-10 09:32:44.818545,261
686,,10,6.99,6.99,f,2023-04-02 11:35:12.663592,2023-04-02 11:35:12.663592,1093
134,,60,52,52,f,2018-05-10 09:42:48.42798,2018-05-10 09:42:48.42798,275
142,,60,52,52,f,2018-05-10 09:49:11.987888,2018-05-10 09:49:11.987888,286
147,,40,38,38,f,2018-05-10 09:52:44.289462,2018-05-10 09:52:44.289462,292
97,,10,14,14,f,2018-05-10 09:20:09.488941,2018-05-10 09:20:09.488941,238
98,,25,28,28,f,2018-05-10 09:20:30.960348,2018-05-10 09:20:30.960348,239
114,,60,41,41,f,2018-05-10 09:28:18.984962,2018-05-10 09:28:18.984962,255
103,,20,18,18,f,2018-05-10 09:22:28.66457,2018-05-10 09:22:28.66457,244
110,,20,17,17,f,2018-05-10 09:25:48.913345,2018-05-10 09:25:48.913345,251
108,,35,27,27,f,2018-05-10 09:25:03.554837,2018-05-10 09:25:03.554837,249
119,,50,35,32,f,2018-05-10 09:32:08.879581,2018-05-10 09:32:08.879581,260
109,,35,37,37,f,2018-05-10 09:25:31.500136,2018-05-10 09:25:31.500136,250
121,,20,18,18,f,2018-05-10 09:33:04.747066,2018-05-10 09:33:04.747066,262
117,,30,30,30,f,2018-05-10 09:31:23.103387,2018-05-10 09:31:23.103387,258
905,,2,10,10,f,2024-08-01 11:56:47.987244,2024-08-01 11:56:47.987244,1395
122,,30,25,25,f,2018-05-10 09:33:24.100858,2018-05-10 09:33:24.100858,263
128,,15,16,16,f,2018-05-10 09:39:52.157994,2018-05-10 09:39:52.157994,269
126,,20,21,21,f,2018-05-10 09:39:14.214375,2018-05-10 09:39:14.214375,267
144,Waxing/Threading,5,10,10,f,2018-05-10 09:50:59.760046,2018-05-10 09:50:59.760046,288
135,,30,27,27,f,2018-05-10 09:43:06.3721,2018-05-10 09:43:06.3721,276
148,,40,27,27,f,2018-05-10 09:54:08.43235,2018-05-10 09:54:08.43235,293
496,Wax,10,8,8,f,2021-10-02 09:52:46.459017,2021-10-02 09:52:46.459017,954
889,,70,50,50,f,2024-06-05 09:44:32.442606,2024-06-05 09:44:32.442606,1364
99,,15,17,17,f,2018-05-10 09:20:48.064507,2018-05-10 09:20:48.064507,240
137,,45,35,35,f,2018-05-10 09:45:17.201005,2018-05-10 09:45:17.201005,278
102,,20,22,22,f,2018-05-10 09:22:10.839358,2018-05-10 09:22:10.839358,243
113,,40,34,34,f,2018-05-10 09:26:58.122158,2018-05-10 09:26:58.122158,254
185,Short price,90,50,50,t,2018-05-10 10:36:01.947786,2018-05-10 10:36:01.947786,368
112,,35,30,30,f,2018-05-10 09:26:36.441903,2018-05-10 09:26:36.441903,253
175,Short price,60,45,45,t,2018-05-10 10:19:03.276185,2018-05-10 10:19:03.276185,330
79,Strip Wax,20,12,12,f,2018-05-10 08:59:12.960796,2018-05-10 08:59:12.960796,220
1018,,20,20,20,f,2025-03-06 12:22:39.846641,2025-03-06 12:22:39.846641,1551
411,,15,16,16,f,2020-01-03 08:49:56.451942,2020-01-03 08:49:56.451942,747
1019,,15,20,20,f,2025-03-06 12:23:03.318512,2025-03-06 12:23:03.318512,1552
173,Medium price,40,15,15,f,2018-05-10 10:16:56.201198,2018-05-10 10:16:56.201198,325
1099,,1,30,30,f,2025-03-26 12:36:21.915314,2025-03-26 12:36:21.915314,1632
152,Threding,5,7,7,t,2018-05-10 09:56:58.144113,2018-05-10 09:56:58.144113,297
619,,30,35,35,f,2021-10-31 16:37:42.878953,2021-10-31 16:37:42.878953,1017
572,,15,15,15,f,2021-10-02 14:27:51.914148,2021-10-02 14:27:51.914148,964
157,,25,65,65,f,2018-05-10 10:00:06.984382,2018-05-10 10:00:06.984382,305
327,Strip Wax,5,6,6,f,2018-05-22 09:33:51.311201,2018-05-22 09:33:51.311201,629
409,Waxing/Threading,5,10,10,f,2020-01-03 08:43:06.365118,2020-01-03 08:43:06.365118,745
152,Waxing/Threading,5,10,10,f,2018-05-10 09:56:58.147616,2018-05-10 09:56:58.147616,298
173,Long price,40,20,20,f,2018-05-10 10:16:56.205725,2018-05-10 10:16:56.205725,326
169,,60,6,6,f,2018-05-10 10:12:56.012611,2018-05-10 10:12:56.012611,320
164,,15,35,35,f,2018-05-10 10:08:06.726402,2018-05-10 10:08:06.726402,315
873,,20,10,10,f,2024-05-03 11:19:29.33465,2024-05-03 11:19:29.33465,1348
975,,10,12,12,f,2024-11-18 17:22:55.874655,2024-11-18 17:22:55.874655,1473
176,Short price,50,20,20,f,2018-05-10 10:20:23.504672,2018-05-10 10:20:23.504672,334
174,Short price,120,30,30,f,2018-05-10 10:17:57.598193,2018-05-10 10:17:57.598193,327
174,Medium price,120,35,35,f,2018-05-10 10:17:57.602403,2018-05-10 10:17:57.602403,328
176,Medium price,50,25,25,f,2018-05-10 10:20:23.508841,2018-05-10 10:20:23.508841,335
176,Long price,50,25,25,f,2018-05-10 10:20:23.512486,2018-05-10 10:20:23.512486,336
188,Long price,100,78,78,f,2018-05-10 10:41:57.008435,2018-05-10 10:41:57.008435,382
218,Strip Wax,20,28,28,f,2018-05-22 06:40:02.134146,2018-05-22 06:40:02.134146,441
154,Threding,5,10,10,f,2018-05-10 09:58:16.354714,2018-05-10 09:58:16.354714,300
155,Threding,5,7,7,f,2018-05-10 09:59:11.083036,2018-05-10 09:59:11.083036,303
154,Waxing,5,10,10,f,2018-05-10 09:58:16.35742,2018-05-10 09:58:16.35742,301
155,Waxing,5,7,7,f,2018-05-10 09:59:11.080235,2018-05-10 09:59:11.080235,302
160,,10,15,15,f,2018-05-10 10:04:23.964667,2018-05-10 10:04:23.964667,311
159,,10,20,20,f,2018-05-10 10:03:52.209541,2018-05-10 10:03:52.209541,310
161,,10,20,20,f,2018-05-10 10:06:59.55609,2018-05-10 10:06:59.55609,312
163,,10,15,15,f,2018-05-10 10:07:49.946706,2018-05-10 10:07:49.946706,314
153,,40,20,20,f,2018-05-10 09:57:19.488469,2018-05-10 09:57:19.488469,299
350,,10,11,11,f,2018-07-23 13:47:14.088324,2018-07-23 13:47:14.088324,672
218,Hot Wax,20,32,25,f,2018-05-22 06:40:02.131223,2018-05-22 06:40:02.131223,440
196,,60,95,95,f,2018-05-21 11:24:45.559568,2018-05-21 11:24:45.559568,400
368,,30,32,25,f,2019-01-02 14:55:14.721892,2019-01-02 14:55:14.721892,693
190,Short price,10,7,7,f,2018-05-10 10:44:51.167183,2018-05-10 10:44:51.167183,387
424,,15,18,18,f,2020-08-13 09:43:41.503675,2020-08-13 09:43:41.503675,770
191,Short price,10,10,10,f,2018-05-10 10:45:16.333803,2018-05-10 10:45:16.333803,388
355,,60,45,40,f,2018-07-30 06:10:51.151874,2018-07-30 06:10:51.151874,677
180,Short price,55,25,25,t,2018-05-10 10:27:19.421426,2018-05-10 10:27:19.421426,349
394,,30,25,25,f,2019-07-17 09:41:39.531144,2019-07-17 09:41:39.531144,721
343,Long price,60,20,20,t,2018-05-22 13:03:03.834595,2018-05-22 13:03:03.834595,652
72,Hot Wax,5,14,14,f,2020-01-03 05:40:21.823832,2020-01-03 05:40:21.823832,742
694,,15,30,30,f,2023-04-24 13:59:15.41192,2023-04-24 13:59:15.41192,1101
56,Wax,5,12,12,f,2018-05-10 08:16:45.490871,2018-05-10 08:16:45.490871,184
940,,70,85,85,f,2024-08-14 15:20:34.306454,2024-08-14 15:20:34.306454,1430
